laptop_ID,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_GB,Memory2_type
906,Toshiba,Portege X30-D-10V,Notebook,13.3,8,Windows 10,1.05,1475.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
908,Dell,Inspiron 7567,Gaming,15.6,8,Linux,2.62,929.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,1024,HDD,0,-
909,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,900.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,1024,HDD,0,-
910,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,614.0,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420X,1024,HDD,0,-
911,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,935.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,0,-
912,Dell,XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,1,3200,1800,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,512,SSD,0,-
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,32,Windows 10,3.58,1279.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,256,SSD
914,Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,1,1920,1080,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,256,SSD,0,-
915,Lenovo,ThinkPad X1,Ultrabook,14.0,8,Windows 10,1.13,2049.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,Flash Storage,0,-
916,Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,1962.99,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,512,SSD,0,-
917,LG,Gram 15Z970,Ultrabook,15.6,16,Windows 10,1.08,2099.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
918,HP,Elitebook 820,Netbook,12.5,8,Windows 10,1.26,1483.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
919,Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,4,Chrome OS,2.2,359.0,0,1920,1080,Intel,3205U,Celeron Dual Core,1.5,Intel,HD Graphics,-,16,Flash Storage,0,-
920,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,Windows 10,2.6,789.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,960M,128,SSD,1024,HDD
922,LG,Gram 14Z970,Ultrabook,14.0,8,Windows 10,0.98,1899.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
923,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1205.0,0,1920,1080,Intel,7440HQ,Core i5,2.8,Intel,HD Graphics,620,256,SSD,0,-
924,HP,Elitebook Folio,Ultrabook,12.5,8,Windows 10,1.09,3100.0,1,3840,2160,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,240,SSD,0,-
925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,Windows 10,2.2,789.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,0,-
926,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1018.99,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,256,SSD,0,-
927,Acer,Aspire E5-575,Notebook,15.6,4,Windows 10,2.4,499.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,0,-
928,Lenovo,ThinkPad 13,Notebook,13.3,4,Windows 10,1.44,881.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
930,HP,Probook 430,Notebook,13.3,8,Windows 10,1.49,960.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
931,MSI,GE72VR 6RF,Gaming,17.3,16,Windows 10,2.7,1599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,1024,HDD
932,Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.6,1349.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,1024,HDD
933,MSI,GL62M 7RD,Gaming,15.6,8,Windows 10,2.2,1119.91,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
934,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,684.99,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M420,1024,HDD,0,-
935,HP,EliteBook 850,Ultrabook,15.6,8,Windows 10,1.84,1296.99,0,1920,1080,Intel,6500U,Core i7,2.5,AMD,Radeon R7,M365X,256,SSD,0,-
936,HP,Envy 13-AB077cl,Ultrabook,13.3,8,Windows 10,1.39,1149.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
937,Toshiba,Tecra Z50-C-140,Notebook,15.6,16,Windows 10,2.4,1975.0,0,1920,1080,Intel,6600U,Core i7,2.6,Nvidia,GeForce,930M,256,SSD,0,-
938,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,512,SSD,0,-
939,Dell,Latitude 3580,Notebook,15.6,4,Windows 10,1.95,729.9,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
940,Lenovo,Thinkpad X270,Ultrabook,12.5,8,Windows 10,1.36,1703.71,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
941,HP,Probook 650,Notebook,15.6,8,Windows 10,2.31,1165.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
942,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,708.06,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,0,-
943,HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1149.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
944,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,309.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,0,-
945,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1579.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
946,HP,250 G6,Notebook,15.6,4,No OS,1.86,288.9,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,1024,HDD,0,-
947,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,1,3200,1800,Intel,6560U,Core i7,2.2,Intel,Iris Graphics,540,1024,SSD,0,-
948,Toshiba,Tecra Z40-C-12X,Notebook,14.0,4,Windows 10,1.47,1105.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,0,-
949,HP,EliteBook 820,Netbook,12.5,8,Windows 10,1.26,1669.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
950,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,558.6,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,0,-
951,MSI,GP62M Leopard,Gaming,15.6,8,Windows 10,2.2,1199.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
952,Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1639.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
953,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,2758.0,0,2560,1440,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,1080,512,SSD,1024,HDD
954,HP,Omen 17-W006na,Gaming,17.3,8,Windows 10,2.75,1399.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,965M,128,SSD,1024,HDD
955,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,530.0,0,1600,900,Intel,N3710,Pentium Quad Core,1.6,Nvidia,GeForce,920MX,1024,HDD,0,-
956,Acer,TravelMate P259-G2,Notebook,15.6,4,Windows 10,2.23,619.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
957,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,8,Windows 10,2.2,1119.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
958,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,1,1920,1080,Intel,m7-6Y75,Core M,1.2,Intel,HD Graphics,515,256,SSD,0,-
959,Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,16,Windows 10,2.5,999.0,0,1920,1080,AMD,8800P,FX,2.1,AMD,Radeon R9,M385,512,SSD,1024,HDD
960,Dell,Latitude 7280,Ultrabook,12.5,8,Windows 10,1.36,1472.2,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,-,256,SSD,0,-
961,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,8,No OS,2.2,685.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920MX,1024,HDD,0,-
962,Dell,Insprion 5767,Notebook,17.3,4,Windows 10,2.36,659.0,0,1600,900,Intel,6006U,Core i3,2.0,AMD,Radeon R7,M445,1024,HDD,0,-
963,Acer,Chromebook 14,Notebook,14.0,4,Chrome OS,1.68,349.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,0,-
964,HP,ZBook Studio,Workstation,15.6,8,Windows 10,2.0,2249.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M1000M,8,SSD,0,-
965,Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1775.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,0,-
966,Toshiba,Portege Z30-C-1CW,Notebook,13.3,8,Windows 7,1.2,1460.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
967,Asus,Chromebook Flip,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,0,1920,1080,Intel,M7-6Y75,Core M,1.2,Intel,HD Graphics,515,64,Flash Storage,0,-
968,Lenovo,Thinkpad T460,Ultrabook,14.0,8,Windows 10,1.7,1488.99,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
969,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,3154.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,1024,HDD
970,Dell,XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,1,1920,1080,Intel,7Y54,Core i5,1.2,Intel,HD Graphics,615,256,SSD,0,-
971,HP,ProBook x360,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,1,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,256,SSD,0,-
972,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.3,1268.0,0,3200,1800,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
973,Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,1,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,0,-
974,Toshiba,Portege Z30-C-16Z,Notebook,13.3,8,Windows 10,1.2,1535.0,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
975,Lenovo,ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,1760.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,0,-
976,Acer,Aspire F5-573G-510L,Notebook,15.6,12,Windows 10,2.4,1009.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce GTX,950M,128,SSD,1024,HDD
977,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,Windows 10,1.1,1790.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
978,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,846.5,0,1366,768,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,1024,HDD,0,-
979,Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,465.62,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,0,-
980,Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.9,825.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
981,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,685.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,0,-
982,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3149.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
983,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,695.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920MX,256,SSD,0,-
984,Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899.0,1,3200,1800,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,512,SSD,0,-
985,Dell,Latitude E7470,Ultrabook,14.0,8,Windows 10,1.5,1962.98,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
986,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,2800.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
987,Toshiba,Tecra A40-C-1DF,Notebook,14.0,8,Windows 10,1.95,1180.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
988,Asus,Rog Strix,Gaming,17.3,16,Windows 10,2.73,2049.9,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
989,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,979.0,0,1920,1080,Intel,7200U,Core i5,2.7,Nvidia,GeForce,930MX,128,SSD,1024,HDD
990,Lenovo,ThinkPad T460,Notebook,14.0,4,Windows 7,1.7,1002.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,508,Hybrid,0,-
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799.0,1,3840,2160,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,950M,512,SSD,2048,HDD
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,Windows 10,2.04,579.0,0,1366,768,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,1024,HDD,0,-
993,Asus,Rog GL753VE-DS74,Gaming,17.3,16,Windows 10,2.99,1749.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,1024,HDD
994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,4,Windows 7,1.2,1195.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,0,-
996,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,Windows 10,2.2,573.29,0,1920,1080,AMD,9720P,A12-Series,3.6,AMD,Radeon,530,256,SSD,0,-
997,Fujitsu,LifeBook A556,Notebook,15.6,4,Windows 10,2.3,649.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
998,Toshiba,Tecra A40-C-1KF,Notebook,14.0,4,Windows 10,1.75,915.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
999,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,599.0,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M430,500,HDD,0,-
1000,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,806.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,0,-
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1189.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
1002,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,749.0,0,1366,768,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,1024,HDD,0,-
1003,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1119.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
1004,HP,EliteBook Folio,Netbook,12.5,8,Windows 10,0.97,1908.0,0,1920,1080,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,512,SSD,0,-
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,499.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon,520,128,SSD,1024,HDD
1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,4,No OS,1.9,270.62,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,128,SSD,0,-
1007,Lenovo,ThinkPad T560,Notebook,15.6,8,Windows 10,2.3,1349.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,889.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,Windows 10,1.4,1150.0,0,3200,1800,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,8,Windows 10,1.11,1349.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
1011,Acer,Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,380.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,500,HDD,0,-
1012,Asus,Rog GL553VE-DS74,Gaming,15.6,16,Windows 10,2.5,1799.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,1024,HDD
1013,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.48,2089.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
1014,Acer,Nitro 5,Gaming,15.6,8,Windows 10,2.7,1260.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
1015,HP,ENVY -,Notebook,13.3,8,Windows 10,1.34,1189.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1016,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,547.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,0,-
1017,HP,Probook 440,Notebook,14.0,4,Windows 10,1.64,779.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,1195.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,0,-
1019,HP,EliteBook 840,Notebook,14.0,4,Windows 10,1.48,1099.99,0,1366,768,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
1020,HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1205.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1021,HP,EliteBook 1040,Ultrabook,14.0,8,Windows 7,1.43,1449.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
1022,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1049.26,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,256,SSD,0,-
1023,HP,Probook 440,Notebook,14.0,4,Windows 10,1.64,684.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,0,-
1024,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,949.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,Hybrid,0,-
1025,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1539.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
1026,HP,Elitebook 840,Notebook,14.0,4,Windows 10,1.48,1590.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1027,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.54,1887.21,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1028,HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,800.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,0,-
1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,1210.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1030,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,769.99,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,256,SSD,0,-
1031,Lenovo,ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,2968.0,0,3840,2160,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,3000M,512,SSD,0,-
1032,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,8,Windows 10,1.47,1490.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1033,HP,EliteBook 1040,Notebook,14.0,8,Windows 10,1.43,2229.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,1,1920,1080,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,1024,HDD,0,-
1035,Toshiba,Portйgй Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,1590.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1036,HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1037,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1185.43,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,256,SSD,0,-
1038,Dell,Latitude E5570,Notebook,15.6,8,Windows 10,2.09,1046.44,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,500,HDD,0,-
1039,HP,Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,1559.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1040,HP,ProBook 650,Notebook,14.0,4,Windows 10,2.31,1189.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
1041,HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1060.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
1042,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1624.0,1,3200,1800,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1043,HP,Probook 470,Notebook,17.3,8,Windows 10,2.63,1080.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,256,SSD,0,-
1044,HP,ProBook 440,Notebook,14.0,4,Windows 10,1.64,973.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1045,Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,409.0,0,1366,768,AMD,9420,A9-Series,3.0,AMD,Radeon R5,-,1024,HDD,0,-
1046,MSI,GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,1191.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
1047,HP,Probook 640,Notebook,14.0,8,Windows 7,1.95,1195.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1048,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1228.99,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1049,HP,EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,1349.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1050,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,742.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,8,Windows 10,1.47,1725.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
1052,Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1062.95,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
1053,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1010.51,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,847.0,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,Windows 10,1.45,210.8,0,1366,768,Intel,X5-Z8350,Atom,1.44,Intel,HD Graphics,400,32,Flash Storage,0,-
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425.0,0,1920,1080,Intel,6500U,Core i7,2.5,Nvidia,GeForce,930M,256,SSD,0,-
