,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_type
893,Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.6,1349.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,HDD
894,MSI,GL62M 7RD,Gaming,15.6,8,Windows 10,2.2,1119.91,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,HDD
895,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,684.99,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M420,1024,HDD,-
896,HP,EliteBook 850,Ultrabook,15.6,8,Windows 10,1.84,1296.99,0,1920,1080,Intel,6500U,Core i7,2.5,AMD,Radeon R7,M365X,256,SSD,-
897,HP,Envy 13-AB077cl,Ultrabook,13.3,8,Windows 10,1.39,1149.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
898,Toshiba,Tecra Z50-C-140,Notebook,15.6,16,Windows 10,2.4,1975.0,0,1920,1080,Intel,6600U,Core i7,2.6,Nvidia,GeForce,930M,256,SSD,-
899,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,512,SSD,-
900,Dell,Latitude 3580,Notebook,15.6,4,Windows 10,1.95,729.9,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
901,Lenovo,Thinkpad X270,Ultrabook,12.5,8,Windows 10,1.36,1703.71,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
902,HP,Probook 650,Notebook,15.6,8,Windows 10,2.31,1165.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
903,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,708.06,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
904,HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1149.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
905,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,309.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,-
906,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1579.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
907,HP,250 G6,Notebook,15.6,4,No OS,1.86,288.9,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,1024,HDD,-
908,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,1,3200,1800,Intel,6560U,Core i7,2.2,Intel,Iris Graphics,540,1024,SSD,-
909,Toshiba,Tecra Z40-C-12X,Notebook,14.0,4,Windows 10,1.47,1105.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,-
910,HP,EliteBook 820,Netbook,12.5,8,Windows 10,1.26,1669.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
911,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,558.6,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
912,MSI,GP62M Leopard,Gaming,15.6,8,Windows 10,2.2,1199.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
913,Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1639.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
914,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,2758.0,0,2560,1440,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,1080,512,SSD,HDD
915,HP,Omen 17-W006na,Gaming,17.3,8,Windows 10,2.75,1399.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,965M,128,SSD,HDD
916,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,530.0,0,1600,900,Intel,N3710,Pentium Quad Core,1.6,Nvidia,GeForce,920MX,1024,HDD,-
917,Acer,TravelMate P259-G2,Notebook,15.6,4,Windows 10,2.23,619.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
918,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,8,Windows 10,2.2,1119.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
919,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,1,1920,1080,Intel,m7-6Y75,Core M,1.2,Intel,HD Graphics,515,256,SSD,-
920,Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,16,Windows 10,2.5,999.0,0,1920,1080,AMD,8800P,FX,2.1,AMD,Radeon R9,M385,512,SSD,HDD
921,Dell,Latitude 7280,Ultrabook,12.5,8,Windows 10,1.36,1472.2,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,-,256,SSD,-
922,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,8,No OS,2.2,685.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920MX,1024,HDD,-
923,Dell,Insprion 5767,Notebook,17.3,4,Windows 10,2.36,659.0,0,1600,900,Intel,6006U,Core i3,2.0,AMD,Radeon R7,M445,1024,HDD,-
924,Acer,Chromebook 14,Notebook,14.0,4,Chrome OS,1.68,349.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
925,HP,ZBook Studio,Workstation,15.6,8,Windows 10,2.0,2249.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M1000M,8,SSD,-
926,Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1775.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,-
927,Toshiba,Portege Z30-C-1CW,Notebook,13.3,8,Windows 7,1.2,1460.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
928,Asus,Chromebook Flip,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,0,1920,1080,Intel,M7-6Y75,Core M,1.2,Intel,HD Graphics,515,64,Flash Storage,-
929,Lenovo,Thinkpad T460,Ultrabook,14.0,8,Windows 10,1.7,1488.99,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
930,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,3154.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,HDD
931,Dell,XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,1,1920,1080,Intel,7Y54,Core i5,1.2,Intel,HD Graphics,615,256,SSD,-
932,HP,ProBook x360,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,1,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,256,SSD,-
933,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.3,1268.0,0,3200,1800,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
934,Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,1,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
935,Toshiba,Portege Z30-C-16Z,Notebook,13.3,8,Windows 10,1.2,1535.0,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
936,Lenovo,ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,1760.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,-
937,Acer,Aspire F5-573G-510L,Notebook,15.6,12,Windows 10,2.4,1009.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce GTX,950M,128,SSD,HDD
938,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,Windows 10,1.1,1790.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
939,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,846.5,0,1366,768,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,1024,HDD,-
940,Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,465.62,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,-
941,Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.9,825.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
942,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,685.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,-
943,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3149.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
944,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,695.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920MX,256,SSD,-
945,Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899.0,1,3200,1800,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,512,SSD,-
946,Dell,Latitude E7470,Ultrabook,14.0,8,Windows 10,1.5,1962.98,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
947,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,2800.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1070,256,SSD,HDD
948,Toshiba,Tecra A40-C-1DF,Notebook,14.0,8,Windows 10,1.95,1180.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
949,Asus,Rog Strix,Gaming,17.3,16,Windows 10,2.73,2049.9,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
950,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,979.0,0,1920,1080,Intel,7200U,Core i5,2.7,Nvidia,GeForce,930MX,128,SSD,HDD
951,Lenovo,ThinkPad T460,Notebook,14.0,4,Windows 7,1.7,1002.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,508,Hybrid,-
952,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799.0,1,3840,2160,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,950M,512,SSD,HDD
953,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,Windows 10,2.04,579.0,0,1366,768,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,1024,HDD,-
954,Asus,Rog GL753VE-DS74,Gaming,17.3,16,Windows 10,2.99,1749.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,HDD
955,Dell,Inspiron 7579,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
956,Toshiba,Portege Z30-C-1CV,Notebook,13.3,4,Windows 7,1.2,1195.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,-
957,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,Windows 10,2.2,573.29,0,1920,1080,AMD,9720P,A12-Series,3.6,AMD,Radeon,530,256,SSD,-
958,Fujitsu,LifeBook A556,Notebook,15.6,4,Windows 10,2.3,649.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
959,Toshiba,Tecra A40-C-1KF,Notebook,14.0,4,Windows 10,1.75,915.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
960,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,599.0,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M430,500,HDD,-
961,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,806.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
962,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1189.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,HDD
963,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,749.0,0,1366,768,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,1024,HDD,-
964,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1119.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
965,HP,EliteBook Folio,Netbook,12.5,8,Windows 10,0.97,1908.0,0,1920,1080,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,512,SSD,-
966,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,499.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon,520,128,SSD,HDD
967,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,4,No OS,1.9,270.62,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,128,SSD,-
968,Lenovo,ThinkPad T560,Notebook,15.6,8,Windows 10,2.3,1349.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
969,Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,889.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
970,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,Windows 10,1.4,1150.0,0,3200,1800,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
971,HP,Spectre 13-V111dx,Ultrabook,13.3,8,Windows 10,1.11,1349.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
972,Acer,Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,380.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,500,HDD,-
973,Asus,Rog GL553VE-DS74,Gaming,15.6,16,Windows 10,2.5,1799.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,HDD
974,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.48,2089.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
975,Acer,Nitro 5,Gaming,15.6,8,Windows 10,2.7,1260.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
976,HP,ENVY -,Notebook,13.3,8,Windows 10,1.34,1189.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
977,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,547.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,-
978,HP,Probook 440,Notebook,14.0,4,Windows 10,1.64,779.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
979,Toshiba,Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,1195.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,-
980,HP,EliteBook 840,Notebook,14.0,4,Windows 10,1.48,1099.99,0,1366,768,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
981,HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1205.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
982,HP,EliteBook 1040,Ultrabook,14.0,8,Windows 7,1.43,1449.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
983,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1049.26,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,256,SSD,-
984,HP,Probook 440,Notebook,14.0,4,Windows 10,1.64,684.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,-
985,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,949.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,Hybrid,-
986,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1539.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
987,HP,Elitebook 840,Notebook,14.0,4,Windows 10,1.48,1590.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
988,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.54,1887.21,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
989,HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,800.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,-
990,Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,1210.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
991,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,769.99,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,256,SSD,-
992,Lenovo,ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,2968.0,0,3840,2160,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,3000M,512,SSD,-
993,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,8,Windows 10,1.47,1490.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
994,HP,EliteBook 1040,Notebook,14.0,8,Windows 10,1.43,2229.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
995,Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,1,1920,1080,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,1024,HDD,-
996,Toshiba,Portйgй Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,1590.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
997,HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
998,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1185.43,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,256,SSD,-
999,Dell,Latitude E5570,Notebook,15.6,8,Windows 10,2.09,1046.44,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,500,HDD,-
1000,HP,Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,1559.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1001,HP,ProBook 650,Notebook,14.0,4,Windows 10,2.31,1189.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
1002,HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1060.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
1003,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1624.0,1,3200,1800,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1004,HP,Probook 470,Notebook,17.3,8,Windows 10,2.63,1080.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,256,SSD,-
1005,HP,ProBook 440,Notebook,14.0,4,Windows 10,1.64,973.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1006,Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,409.0,0,1366,768,AMD,9420,A9-Series,3.0,AMD,Radeon R5,-,1024,HDD,-
1007,MSI,GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,1191.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
1008,HP,Probook 640,Notebook,14.0,8,Windows 7,1.95,1195.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1009,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1228.99,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1010,HP,EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,1349.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1011,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,742.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
1012,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,8,Windows 10,1.47,1725.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
1013,Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1062.95,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
1014,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1010.51,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1015,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,847.0,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1016,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,Windows 10,1.45,210.8,0,1366,768,Intel,X5-Z8350,Atom,1.44,Intel,HD Graphics,400,32,Flash Storage,-
1017,Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425.0,0,1920,1080,Intel,6500U,Core i7,2.5,Nvidia,GeForce,930M,256,SSD,-
1018,Lenovo,Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,1049.6,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1019,HP,EliteBook 840,Notebook,14.0,4,Windows 10,1.54,1000.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1020,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,2103.34,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,HDD
1021,HP,EliteBook 1040,Notebook,14.0,8,Windows 7,1.43,1491.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1022,MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1545.64,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,HDD
1023,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2289.99,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,980M,128,SSD,HDD
1024,Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,287.9,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,Flash Storage,-
1025,Lenovo,ThinkPad X1,Notebook,14.0,16,Windows 7,1.1,2620.0,0,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
1026,HP,Noteb Pav,Notebook,15.6,8,Windows 10,1.91,979.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,1024,HDD,-
1027,Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,1094.0,1,1920,1080,Intel,7200U,Core i5,2.7,Intel,HD Graphics,620,256,SSD,-
1028,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,979.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1029,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2254.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,1024,SSD,-
1030,HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,705.15,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,-
1031,HP,250 G5,Notebook,15.6,4,No OS,1.96,499.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
1032,Acer,Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,449.0,0,1366,768,AMD,7410,A8-Series,2.2,AMD,Radeon R5,-,1024,HDD,-
1033,Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,1299.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
1034,MSI,GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,1819.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,256,SSD,HDD
1035,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1070.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
1036,Asus,Rog G752VL-GC088D,Gaming,17.3,16,No OS,4.0,998.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,965M,1024,HDD,-
1037,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,559.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,-,1024,HDD,-
1038,Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,989.99,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,2048,HDD,-
1039,MSI,GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,1929.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,256,SSD,HDD
1040,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1458.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
1042,Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,798.01,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1043,Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,1329.0,0,3840,2160,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,970M,256,SSD,HDD
1044,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1300.0,0,2304,1440,Intel,-,Core M,1.1,Intel,HD Graphics,515,256,Flash Storage,-
1045,Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,481.98,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,-
1046,HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,1199.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
